dataset,sample_id,modal,natoms,case,resolved_policy,n_warmup,n_repeat,device,mean_ms,std_ms,median_ms,p95_ms,warmup_mean_ms,warmup_std_ms,abs_energy_diff_vs_e3nn,max_abs_force_diff_vs_e3nn
md22_buckyball_catcher,md22_buckyball-catcher_1114,spice,148,flash_pair_auto,geometry_only,3,10,cuda,23.74802448321134,2.672738579752494,23.400022881105542,27.135057491250336,80.19443267645936,25.151857730548038,0.0,2.682209014892578e-06
md22_dha,md22_DHA_45597,spice,56,flash_baseline,baseline,3,10,cuda,13.51375998929143,0.08554241342770633,13.481909525580704,13.66073255194351,61.26193834158281,15.721946954913086,0.0,1.0728836059570312e-06
md22_dha,md22_DHA_45597,spice,56,flash_pair_auto,geometry_only,3,10,cuda,15.977893793024123,0.27350119178507337,15.915162512101233,16.43928859848529,66.50234169016282,14.732496085036596,0.0,1.4007091522216797e-06
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,flash_baseline,baseline,3,10,cuda,28.269196394830942,0.700932694227669,27.939187013544142,29.545386938843876,69.62278493059178,15.950838398370193,0.0,2.3692846298217773e-06
md22_double_walled_nanotube,md22_double-walled_nanotube_1987,spice,370,flash_pair_auto,geometry_only,3,10,cuda,32.345347572118044,0.296685908254798,32.239102525636554,32.88380436133593,125.37157605402172,79.16347008548937,0.0,4.76837158203125e-06
md22_stachyose,md22_stachyose_10546,spice,87,flash_baseline,baseline,3,10,cuda,13.671699189580977,0.10180156582321119,13.641097000800073,13.836508349049836,61.54701462946832,15.640432320991966,0.0,1.4901161193847656e-06
md22_stachyose,md22_stachyose_10546,spice,87,flash_pair_auto,geometry_only,3,10,cuda,20.531513635069132,2.2151625040129423,20.374840474687517,23.590022732969373,72.15061302607258,17.00630267853846,0.0,1.9073486328125e-06
mptrj,mp-1204603,mpa,444,flash_baseline,baseline,3,10,cuda,32.89117307867855,0.48567604177064105,32.714727451093495,33.77786003984511,72.45653425343335,17.128085120498476,0.0,1.0728836059570312e-06
mptrj,mp-1204603,mpa,444,flash_pair_auto,geometry_only,3,10,cuda,38.0289337830618,0.4788110604731886,37.79302351176739,38.84765595430508,137.7112070719401,92.14930484068962,0.0,1.6540288925170898e-06
oc20_s2ef_train_20m,OC20_S2EF_train_20M__file_0444__config_1055,oc20,225,flash_baseline,baseline,3,10,cuda,15.983972698450089,0.20443027375339157,16.033116029575467,16.249911300837994,65.97258569672704,15.912152140128637,0.0,8.344650268554688e-07
